Timestamp,Dominant_Emotion,Confidence_Score
2026-03-07 17:40:57.369,happy,0.98
2026-03-07 17:40:57.455,happy,0.98
2026-03-07 17:40:57.501,happy,0.99
2026-03-07 17:40:57.547,happy,0.95
2026-03-07 17:40:57.596,happy,0.95
2026-03-07 17:40:57.681,happy,0.97
2026-03-07 17:40:57.718,happy,0.99
2026-03-07 17:40:57.764,happy,0.99
2026-03-07 17:40:57.807,happy,0.97
2026-03-07 17:40:57.856,happy,0.97
2026-03-07 17:40:57.904,happy,0.98
2026-03-07 17:40:57.948,happy,0.95
2026-03-07 17:40:58.216,happy,0.96
2026-03-07 17:40:58.271,happy,0.95
2026-03-07 17:40:58.333,happy,0.95
2026-03-07 17:40:58.333,sad,0.4
2026-03-07 17:40:58.396,happy,0.95
2026-03-07 17:40:58.470,happy,0.93
2026-03-07 17:40:58.531,happy,0.91
2026-03-07 17:40:58.531,angry,0.56
2026-03-07 17:40:58.589,happy,0.91
2026-03-07 17:40:58.664,happy,0.85
2026-03-07 17:40:58.729,happy,0.74
2026-03-07 17:40:58.793,happy,0.66
2026-03-07 17:40:58.852,happy,0.58
2026-03-07 17:40:58.930,happy,0.69
2026-03-07 17:40:59.011,happy,0.59
2026-03-07 17:40:59.094,happy,0.58
2026-03-07 17:40:59.156,happy,0.55
2026-03-07 17:40:59.217,happy,0.52
2026-03-07 17:40:59.283,happy,0.61
2026-03-07 17:40:59.354,neutral,0.45
2026-03-07 17:40:59.422,neutral,0.4
2026-03-07 17:40:59.489,neutral,0.49
2026-03-07 17:40:59.551,neutral,0.44
2026-03-07 17:40:59.614,neutral,0.47
2026-03-07 17:40:59.614,sad,0.37
2026-03-07 17:40:59.675,neutral,0.61
2026-03-07 17:40:59.737,neutral,0.72
2026-03-07 17:40:59.803,neutral,0.64
2026-03-07 17:40:59.869,neutral,0.48
2026-03-07 17:40:59.927,neutral,0.57
2026-03-07 17:40:59.983,neutral,0.68
2026-03-07 17:41:00.038,neutral,0.6
2026-03-07 17:41:00.092,neutral,0.63
2026-03-07 17:41:00.144,neutral,0.72
2026-03-07 17:41:00.198,neutral,0.65
2026-03-07 17:41:00.254,neutral,0.62
2026-03-07 17:41:00.307,neutral,0.79
2026-03-07 17:41:00.359,neutral,0.91
2026-03-07 17:41:00.411,neutral,0.91
2026-03-07 17:41:00.461,neutral,0.95
2026-03-07 17:41:00.511,neutral,0.94
2026-03-07 17:41:00.563,neutral,0.92
2026-03-07 17:41:00.610,neutral,0.88
2026-03-07 17:41:00.655,neutral,0.88
2026-03-07 17:41:00.700,neutral,0.87
2026-03-07 17:41:00.742,neutral,0.87
2026-03-07 17:41:00.785,neutral,0.87
2026-03-07 17:41:00.829,neutral,0.87
2026-03-07 17:41:00.874,neutral,0.83
2026-03-07 17:41:00.924,neutral,0.81
2026-03-07 17:41:00.968,neutral,0.79
2026-03-07 17:41:01.014,neutral,0.76
2026-03-07 17:41:01.056,neutral,0.82
2026-03-07 17:41:01.100,neutral,0.77
2026-03-07 17:41:01.140,neutral,0.64
2026-03-07 17:41:01.181,neutral,0.59
2026-03-07 17:41:01.219,neutral,0.71
2026-03-07 17:41:01.260,neutral,0.75
2026-03-07 17:41:01.299,neutral,0.63
2026-03-07 17:41:01.341,neutral,0.73
2026-03-07 17:41:01.381,neutral,0.71
2026-03-07 17:41:01.427,neutral,0.7
2026-03-07 17:41:01.466,neutral,0.69
2026-03-07 17:41:01.507,neutral,0.61
2026-03-07 17:41:01.548,neutral,0.59
2026-03-07 17:41:01.596,neutral,0.55
2026-03-07 17:41:01.635,neutral,0.57
2026-03-07 17:41:01.675,neutral,0.66
2026-03-07 17:41:01.715,neutral,0.69
2026-03-07 17:41:01.755,neutral,0.8
2026-03-07 17:41:01.796,neutral,0.72
2026-03-07 17:41:01.836,neutral,0.7
2026-03-07 17:41:01.879,neutral,0.7
2026-03-07 17:41:01.928,neutral,0.69
2026-03-07 17:41:01.972,neutral,0.67
2026-03-07 17:41:02.019,neutral,0.62
2026-03-07 17:41:02.056,neutral,0.67
2026-03-07 17:41:02.095,neutral,0.67
2026-03-07 17:41:02.132,neutral,0.71
2026-03-07 17:41:02.170,neutral,0.8
2026-03-07 17:41:02.208,neutral,0.85
2026-03-07 17:41:02.246,neutral,0.82
2026-03-07 17:41:02.283,neutral,0.82
2026-03-07 17:41:02.320,neutral,0.86
2026-03-07 17:41:02.358,neutral,0.84
2026-03-07 17:41:02.396,neutral,0.86
2026-03-07 17:41:02.434,neutral,0.87
2026-03-07 17:41:02.473,neutral,0.75
2026-03-07 17:41:02.511,neutral,0.7
2026-03-07 17:41:02.551,neutral,0.92
2026-03-07 17:41:02.589,neutral,0.84
2026-03-07 17:41:02.631,neutral,0.89
2026-03-07 17:41:02.668,neutral,0.92
2026-03-07 17:41:02.708,neutral,0.94
2026-03-07 17:41:02.746,neutral,0.89
2026-03-07 17:41:02.785,neutral,0.84
2026-03-07 17:41:02.822,neutral,0.82
2026-03-07 17:41:02.859,neutral,0.87
2026-03-07 17:41:02.894,neutral,0.9
2026-03-07 17:41:02.933,neutral,0.88
2026-03-07 17:41:02.978,neutral,0.88
2026-03-07 17:41:03.018,neutral,0.88
2026-03-07 17:41:03.056,neutral,0.91
2026-03-07 17:41:03.095,neutral,0.84
2026-03-07 17:41:03.132,neutral,0.89
2026-03-07 17:41:03.174,neutral,0.88
2026-03-07 17:41:03.218,neutral,0.82
2026-03-07 17:41:03.256,neutral,0.9
2026-03-07 17:41:03.293,neutral,0.89
2026-03-07 17:41:03.333,neutral,0.88
2026-03-07 17:41:03.377,neutral,0.86
2026-03-07 17:41:03.416,neutral,0.85
2026-03-07 17:41:03.456,neutral,0.87
2026-03-07 17:41:03.493,neutral,0.64
2026-03-07 17:41:03.531,neutral,0.89
2026-03-07 17:41:03.569,neutral,0.88
2026-03-07 17:41:03.610,neutral,0.79
2026-03-07 17:41:03.650,neutral,0.85
2026-03-07 17:41:03.688,neutral,0.78
2026-03-07 17:41:03.728,neutral,0.82
2026-03-07 17:41:03.765,neutral,0.84
2026-03-07 17:41:03.804,neutral,0.88
2026-03-07 17:41:03.842,neutral,0.85
2026-03-07 17:41:03.881,neutral,0.84
2026-03-07 17:41:03.919,neutral,0.89
2026-03-07 17:41:03.960,neutral,0.89
2026-03-07 17:41:03.998,neutral,0.85
2026-03-07 17:41:04.039,neutral,0.87
2026-03-07 17:41:04.082,neutral,0.83
2026-03-07 17:41:04.121,neutral,0.71
2026-03-07 17:41:04.159,neutral,0.7
2026-03-07 17:41:04.200,neutral,0.57
2026-03-07 17:41:04.241,neutral,0.6
2026-03-07 17:41:04.284,neutral,0.68
2026-03-07 17:41:04.323,neutral,0.57
2026-03-07 17:41:04.362,neutral,0.53
2026-03-07 17:41:04.400,neutral,0.56
2026-03-07 17:41:04.439,neutral,0.54
2026-03-07 17:41:04.479,neutral,0.54
2026-03-07 17:41:04.519,happy,0.75
2026-03-07 17:41:04.564,happy,0.82
2026-03-07 17:41:04.604,happy,0.9
2026-03-07 17:41:04.645,happy,0.84
2026-03-07 17:41:04.686,happy,0.83
2026-03-07 17:41:04.726,happy,0.76
2026-03-07 17:41:04.767,happy,0.65
2026-03-07 17:41:04.808,neutral,0.47
2026-03-07 17:41:04.850,neutral,0.65
2026-03-07 17:41:04.890,neutral,0.55
2026-03-07 17:41:04.931,neutral,0.51
2026-03-07 17:41:04.970,neutral,0.65
2026-03-07 17:41:05.012,neutral,0.63
2026-03-07 17:41:05.051,neutral,0.65
2026-03-07 17:41:05.092,neutral,0.68
2026-03-07 17:41:05.135,neutral,0.76
2026-03-07 17:41:05.182,neutral,0.78
2026-03-07 17:41:05.221,neutral,0.85
2026-03-07 17:41:05.263,neutral,0.82
2026-03-07 17:41:05.301,neutral,0.82
2026-03-07 17:41:05.342,neutral,0.8
2026-03-07 17:41:05.380,neutral,0.85
2026-03-07 17:41:05.420,neutral,0.78
2026-03-07 17:41:05.459,neutral,0.83
2026-03-07 17:41:05.500,neutral,0.83
2026-03-07 17:41:05.539,neutral,0.84
2026-03-07 17:41:05.579,neutral,0.85
2026-03-07 17:41:05.620,neutral,0.84
2026-03-07 17:41:05.660,neutral,0.81
2026-03-07 17:41:05.698,neutral,0.75
2026-03-07 17:41:05.740,neutral,0.82
2026-03-07 17:41:05.778,neutral,0.75
2026-03-07 17:41:05.817,neutral,0.7
2026-03-07 17:41:05.858,neutral,0.7
2026-03-07 17:41:05.899,neutral,0.66
2026-03-07 17:41:05.939,neutral,0.74
2026-03-07 17:41:05.983,neutral,0.8
2026-03-07 17:41:06.022,neutral,0.77
2026-03-07 17:41:06.063,neutral,0.78
2026-03-07 17:41:06.103,neutral,0.73
2026-03-07 17:41:06.143,neutral,0.67
2026-03-07 17:41:06.183,neutral,0.78
2026-03-07 17:41:06.224,neutral,0.65
2026-03-07 17:41:06.263,neutral,0.56
2026-03-07 17:41:06.303,neutral,0.8
2026-03-07 17:41:06.341,neutral,0.75
2026-03-07 17:41:06.383,neutral,0.65
2026-03-07 17:41:06.425,neutral,0.57
2026-03-07 17:41:06.467,neutral,0.75
2026-03-07 17:41:06.506,neutral,0.71
2026-03-07 17:41:06.549,neutral,0.64
2026-03-07 17:41:06.590,neutral,0.68
2026-03-07 17:41:06.630,neutral,0.78
2026-03-07 17:41:06.671,neutral,0.84
2026-03-07 17:41:06.712,neutral,0.74
2026-03-07 17:41:06.751,neutral,0.52
2026-03-07 17:41:06.791,happy,0.95
2026-03-07 17:41:06.835,happy,0.98
2026-03-07 17:41:06.877,happy,0.99
2026-03-07 17:41:06.920,happy,0.99
2026-03-07 17:41:06.961,happy,1.0
2026-03-07 17:41:07.002,happy,0.99
2026-03-07 17:41:07.049,happy,1.0
2026-03-07 17:41:07.090,happy,0.99
2026-03-07 17:41:07.131,happy,0.99
2026-03-07 17:41:07.172,happy,0.98
2026-03-07 17:41:07.211,happy,0.91
2026-03-07 17:41:07.250,happy,0.72
2026-03-07 17:41:07.291,happy,0.5
2026-03-07 17:41:07.331,neutral,0.65
2026-03-07 17:41:07.371,neutral,0.78
2026-03-07 17:41:07.416,happy,0.43
2026-03-07 17:41:07.457,happy,0.58
2026-03-07 17:41:07.496,happy,0.83
2026-03-07 17:41:07.538,happy,0.76
2026-03-07 17:41:07.585,happy,0.86
2026-03-07 17:41:07.644,happy,0.6
2026-03-07 17:41:07.700,neutral,0.58
2026-03-07 17:41:07.748,neutral,0.55
